0.3,0.56,0.84,1.17,1.42,
0.31,0.45,0.70,0.92,1.19,
0.200000,0.350000,0.530000,0.730000,0.920000,
0.53,0.55,0.61,0.97,1.05,
0,0,1,0,1,
